"Parameter Name",Value,Type,"Last Updated"
InternetGatewayDevice.Services.VoiceService.1.Capabilities.Codecs.3.SilenceSuppression,1,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.Capabilities.MaxSessionCount,3,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.Capabilities.Regions,"US,AU,NZ,XE,GB,CH,AE,ES,DE,IE",xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.Capabilities.SignalingProtocols,"SIP,H.248,MGCP,X_000631_TDMGW",xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.1.PhyPort,1,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.1.X_000631_Enable,Enabled,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.1.X_000631_LossOfSoftswitch,0,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.1.X_000631_PotsHoldoverTime,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.1.X_000631_SignalingMode,LoopStart,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.PhyPort,2,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_000631_Enable,Enabled,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_000631_LossOfSoftswitch,0,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_000631_PotsHoldoverTime,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_000631_SignalingMode,LoopStart,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.DigitMap,911n|411|[2-9][0-9]{6}|1[2-9][0-9]{9}|011[0-9]*T|S[0-9]{2},xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.DTMFMethod,InBand,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Enable,Enabled,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.FaxT38.Enable,0,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.CallerIDEnable,1,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.CallTransferEnable,1,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.CallWaitingEnable,1,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.MWIEnable,0,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.X_000631_CallWaitingTonePrefix,CallWaitingTone,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.X_000631_DirectConnectEnable,0,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.X_000631_DirectConnectNumber,,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.X_000631_DirectConnectTimer,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.X_000631_DistinctiveRingPrefix,Bellcore-dr,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.X_000631_ThreewayCallingEnable,1,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallState,Idle,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.1.Enable,1,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.1.EntryID,1,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.1.PacketizationPeriod,10,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.1.Priority,1,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.1.SilenceSuppression,0,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.2.Enable,0,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.2.EntryID,2,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.2.PacketizationPeriod,10,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.2.Priority,1,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.2.SilenceSuppression,0,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.3.Enable,0,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.3.EntryID,3,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.3.PacketizationPeriod,10,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.3.Priority,1,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.3.SilenceSuppression,0,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Enable,Disabled,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.MGCP.X_000631_GR303,0,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Session.1.FarEndIPAddress,,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Session.1.FarEndUDPPort,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Session.1.LocalUDPPort,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Session.2.FarEndIPAddress,,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Session.2.FarEndUDPPort,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Session.2.LocalUDPPort,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.SIP.AuthPassword,,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.SIP.AuthUserName,,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.SIP.URI,,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.IncomingCallsConnected,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.IncomingCallsFailed,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.IncomingCallsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.OutgoingCallsAttempted,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.OutgoingCallsConnected,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.OutgoingCallsFailed,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.PacketsLost,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.PacketsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.PacketsSent,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.ResetStatistics,0,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.Underruns,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.X_000631_911CallsAttempted,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.X_000631_911CallsConnected,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.X_000631_911CallsFailed,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.X_000631_911Onhook,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.X_000631_911PeerDisconnected,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.X_000631_ComfortNoise,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.X_000631_DHCPAcks,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.X_000631_DHCPDiscovers,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.X_000631_DHCPNacks,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.X_000631_IncomingDisconnected,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.X_000631_IncomingPeerDisconnected,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.X_000631_NtfyMessageWaiting,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.X_000631_NtfyNoMessageWaiting,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.X_000631_OutgoingDisconnected,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.X_000631_OutgoingPeerDisconnected,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.X_000631_RTPPacketsDropouts,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.X_000631_RTPPacketsSequenceErrors,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.X_000631_SIPRegisterChallenged,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.X_000631_SIPRegisterGranted,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.X_000631_SIPRegisterRejected,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Stats.X_000631_SIPRegisterRequested,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Status,Disabled,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.VoiceProcessing.ReceiveGain,-90,xsd:int,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.VoiceProcessing.TransmitGain,-30,xsd:int,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.X_000631_H248.TerminationId,,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.X_000631_HookStatus,Onhook,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.X_000631_RestartService,0,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.X_000631_TdmGw.Crv,0,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.CallerIDEnable,1,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.CallTransferEnable,1,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.CallWaitingEnable,1,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.MWIEnable,0,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_000631_CallWaitingTonePrefix,CallWaitingTone,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_000631_DirectConnectEnable,0,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_000631_DirectConnectNumber,,xsd:string,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_000631_DirectConnectTimer,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_000631_DistinctiveRingPrefix,Bellcore-dr,xsd:string,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_000631_ThreewayCallingEnable,1,xsd:boolean,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallState,Idle,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.1.Enable,1,xsd:boolean,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.1.EntryID,1,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.1.PacketizationPeriod,10,xsd:string,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.1.Priority,1,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.1.SilenceSuppression,0,xsd:boolean,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.2.Enable,0,xsd:boolean,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.2.EntryID,2,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.2.PacketizationPeriod,10,xsd:string,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.2.Priority,1,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.2.SilenceSuppression,0,xsd:boolean,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.3.Enable,0,xsd:boolean,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.3.EntryID,3,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.3.PacketizationPeriod,10,xsd:string,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.3.Priority,1,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.3.SilenceSuppression,0,xsd:boolean,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Enable,Disabled,xsd:string,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.MGCP.X_000631_GR303,0,xsd:boolean,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Session.1.FarEndIPAddress,,xsd:string,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Session.1.FarEndUDPPort,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Session.1.LocalUDPPort,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Session.2.FarEndIPAddress,,xsd:string,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Session.2.FarEndUDPPort,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Session.2.LocalUDPPort,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.SIP.AuthPassword,,xsd:string,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.SIP.AuthUserName,,xsd:string,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.SIP.URI,,xsd:string,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.IncomingCallsConnected,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.IncomingCallsFailed,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.IncomingCallsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.OutgoingCallsAttempted,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.OutgoingCallsConnected,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.OutgoingCallsFailed,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.PacketsLost,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.PacketsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.PacketsSent,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.ResetStatistics,0,xsd:boolean,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.Underruns,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_000631_911CallsAttempted,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_000631_911CallsConnected,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_000631_911CallsFailed,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_000631_911Onhook,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_000631_911PeerDisconnected,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_000631_ComfortNoise,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_000631_DHCPAcks,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_000631_DHCPDiscovers,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_000631_DHCPNacks,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_000631_IncomingDisconnected,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_000631_IncomingPeerDisconnected,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_000631_NtfyMessageWaiting,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_000631_NtfyNoMessageWaiting,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_000631_OutgoingDisconnected,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_000631_OutgoingPeerDisconnected,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_000631_RTPPacketsDropouts,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_000631_RTPPacketsSequenceErrors,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_000631_SIPRegisterChallenged,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_000631_SIPRegisterGranted,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_000631_SIPRegisterRejected,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_000631_SIPRegisterRequested,0,xsd:unsignedInt,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Status,Disabled,xsd:string,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.VoiceProcessing.ReceiveGain,-90,xsd:int,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.VoiceProcessing.TransmitGain,-30,xsd:int,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.X_000631_H248.TerminationId,,xsd:string,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.X_000631_HookStatus,Onhook,xsd:string,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.X_000631_RestartService,0,xsd:boolean,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.X_000631_TdmGw.Crv,0,xsd:string,"2025-12-03 14:45:30"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.MGCP.CallAgent1,,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.MGCP.CallAgent2,,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.MGCP.RetranIntervalTimer,1,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.MGCP.X_000631_FlashHookPersist,0,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.MGCP.X_000631_OffHookPersist,0,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.MGCP.X_000631_OnHookPersist,0,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.MGCP.X_000631_RetryTimeout,30,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.MGCP.X_000631_SwitchType,GENERIC,xsd:string,"2025-12-03 14:45:29"
