"Parameter Name",Value,Type,"Last Updated"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.MGCP.X_000631_TermPrefix,aaln,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Name,,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.NumberOfLines,2,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Region,US,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.RTP.DSCPMark,46,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.RTP.LocalPortMax,49152,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.RTP.LocalPortMin,49152,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.RTP.X_000631_DOTP,6,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.SignalingProtocol,None,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.SIP.DSCPMark,46,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.SIP.ProxyServer,,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.SIP.ProxyServerPort,5060,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.SIP.RegistrationPeriod,3600,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.SIP.TimerT1,500,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.SIP.TimerT2,4000,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.SIP.UserAgentDomain,,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.SIP.X_000631_DnsPrimary,,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.SIP.X_000631_DnsSecondary,,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.SIP.X_000631_OptionsInterval,60,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.SIP.X_000631_ProxyServerPortSecondary,5060,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.SIP.X_000631_ProxyServerSecondary,,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.SIP.X_000631_ReleaseTimer,10,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.SIP.X_000631_RevertiveSwitching,0,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.SIP.X_000631_SoftSwitch,None,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_000631_DhcpOptions.Opt120PrimarySipServerFQDN,,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_000631_DhcpOptions.Opt120PrimarySipServerIpAddr,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_000631_DhcpOptions.Opt120SecondarySipServerFQDN,,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_000631_DhcpOptions.Opt120SecondarySipServerIpAddr,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_000631_DhcpOptions.Opt43CsipServerIpAddr,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_000631_DhcpOptions.Opt43LocalPortMin,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_000631_DhcpOptions.Opt43PacketizationRate,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_000631_DhcpOptions.Opt43RegRetryTimer,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_000631_DhcpOptions.Opt43VoiceVlanId,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_000631_DigitLongTimer,16,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_000631_DigitShortTimer,4,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_000631_H248.EphemeralTermId,RTP,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_000631_H248.ESAMode,0,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_000631_H248.PrimaryGwController,,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_000631_H248.PrimaryGwSwitchType,GENERIC,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_000631_H248.SecondaryGwController,,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_000631_H248.SecondaryGwSwitchType,GENERIC,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_000631_H248.TermPrefix,TP,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_000631_HookFlashMethod,None,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_000631_TdmGw.DhcpFilter,0,xsd:boolean,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_000631_TdmGw.ServerIp,,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.X_000631_WANIPConnectionInstance,,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.VoiceProfileNumberOfEntries,1,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Services.VoiceService.1.X_000631_ManagementProtocol,TR69,xsd:string,"2025-12-03 14:45:29"
InternetGatewayDevice.SoftwareModules.DeploymentUnitNumberOfEntries,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.SoftwareModules.ExecEnvNumberOfEntries,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.SoftwareModules.ExecutionUnitNumberOfEntries,0,xsd:unsignedInt,"2025-12-03 14:45:29"
InternetGatewayDevice.Time.CurrentLocalTime,2025-12-03T07:45:13-06:00,xsd:dateTime,"2025-12-03 14:45:22"
InternetGatewayDevice.Time.Enable,1,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.Time.LocalTimeZoneName,"CST6CDT,M3.2.0,M11.1.0",xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Time.NTPServer1,0.openwrt.pool.ntp.org,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Time.NTPServer2,1.openwrt.pool.ntp.org,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Time.NTPServer3,2.openwrt.pool.ntp.org,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Time.NTPServer4,3.openwrt.pool.ntp.org,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Time.Status,Synchronized,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.Time.X_000631_ZoneName,America/Chicago,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.TraceRouteDiagnostics.DataBlockSize,0,xsd:unsignedInt,"2025-12-03 14:45:24"
InternetGatewayDevice.TraceRouteDiagnostics.DiagnosticsState,Requested,xsd:string,"2025-12-03 15:08:42"
InternetGatewayDevice.TraceRouteDiagnostics.DSCP,0,xsd:unsignedInt,"2025-12-03 14:45:24"
InternetGatewayDevice.TraceRouteDiagnostics.Host,,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.TraceRouteDiagnostics.Interface,,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.TraceRouteDiagnostics.MaxHopCount,0,xsd:unsignedInt,"2025-12-03 14:45:24"
InternetGatewayDevice.TraceRouteDiagnostics.NumberOfTries,0,xsd:unsignedInt,"2025-12-03 14:45:24"
InternetGatewayDevice.TraceRouteDiagnostics.ResponseTime,0,xsd:unsignedInt,"2025-12-03 15:08:42"
InternetGatewayDevice.TraceRouteDiagnostics.RouteHopsNumberOfEntries,0,xsd:unsignedInt,"2025-12-03 15:08:42"
InternetGatewayDevice.TraceRouteDiagnostics.Timeout,0,xsd:unsignedInt,"2025-12-03 14:45:24"
InternetGatewayDevice.UDPEchoConfig.BytesReceived,0,xsd:unsignedInt,"2025-12-03 14:45:24"
InternetGatewayDevice.UDPEchoConfig.BytesResponded,0,xsd:unsignedInt,"2025-12-03 14:45:24"
InternetGatewayDevice.UDPEchoConfig.EchoPlusEnabled,0,xsd:boolean,"2025-12-03 14:45:24"
InternetGatewayDevice.UDPEchoConfig.EchoPlusSupported,0,xsd:boolean,"2025-12-03 14:45:24"
InternetGatewayDevice.UDPEchoConfig.Enable,0,xsd:boolean,"2025-12-03 14:45:24"
InternetGatewayDevice.UDPEchoConfig.Interface,,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.UDPEchoConfig.PacketsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:24"
InternetGatewayDevice.UDPEchoConfig.PacketsResponded,0,xsd:unsignedInt,"2025-12-03 14:45:24"
InternetGatewayDevice.UDPEchoConfig.SourceIPAddress,,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.UDPEchoConfig.TimeFirstPacketReceived,0001-01-01T00:00:00.000000Z,xsd:dateTime,"2025-12-03 14:45:24"
InternetGatewayDevice.UDPEchoConfig.TimeLastPacketReceived,0001-01-01T00:00:00.000000Z,xsd:dateTime,"2025-12-03 14:45:24"
InternetGatewayDevice.UDPEchoConfig.UDPPort,0,xsd:unsignedInt,"2025-12-03 14:45:24"
InternetGatewayDevice.UploadDiagnostics.BOMTime,0001-01-01T00:00:00.000000Z,xsd:dateTime,"2025-12-03 14:45:24"
InternetGatewayDevice.UploadDiagnostics.DiagnosticsState,,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.UploadDiagnostics.DSCP,0,xsd:unsignedInt,"2025-12-03 14:45:24"
InternetGatewayDevice.UploadDiagnostics.EOMTime,0001-01-01T00:00:00.000000Z,xsd:dateTime,"2025-12-03 14:45:24"
InternetGatewayDevice.UploadDiagnostics.EthernetPriority,0,xsd:unsignedInt,"2025-12-03 14:45:24"
InternetGatewayDevice.UploadDiagnostics.Interface,,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.UploadDiagnostics.ROMTime,0001-01-01T00:00:00.000000Z,xsd:dateTime,"2025-12-03 14:45:24"
InternetGatewayDevice.UploadDiagnostics.TCPOpenRequestTime,0001-01-01T00:00:00.000000Z,xsd:dateTime,"2025-12-03 14:45:24"
InternetGatewayDevice.UploadDiagnostics.TCPOpenResponseTime,0001-01-01T00:00:00.000000Z,xsd:dateTime,"2025-12-03 14:45:24"
InternetGatewayDevice.UploadDiagnostics.TestFileLength,0,xsd:unsignedInt,"2025-12-03 14:45:24"
InternetGatewayDevice.UploadDiagnostics.TotalBytesSent,0,xsd:unsignedInt,"2025-12-03 14:45:24"
InternetGatewayDevice.UploadDiagnostics.UploadURL,,xsd:string,"2025-12-03 14:45:24"
InternetGatewayDevice.User.1.Enable,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.User.1.Password,8a1485be,xsd:string,"2025-12-03 16:03:24"
InternetGatewayDevice.User.1.RemoteAccessCapable,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.User.1.Username,admin,xsd:string,"2025-12-03 16:03:24"
InternetGatewayDevice.User.1.X_000631_UserType,admin,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.User.2.Enable,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.User.2.Password,keepOut-72863!!!,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.User.2.RemoteAccessCapable,1,xsd:boolean,"2025-12-03 16:03:24"
InternetGatewayDevice.User.2.Username,support,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.User.2.X_000631_UserType,support,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.UserInterface.PasswordRequired,1,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.UserInterface.RemoteAccess.Enable,1,xsd:boolean,"2025-12-03 16:03:24"
InternetGatewayDevice.UserInterface.RemoteAccess.Port,8080,xsd:unsignedInt,"2025-12-03 16:03:24"
InternetGatewayDevice.UserInterface.RemoteAccess.Protocol,HTTP,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.UserInterface.RemoteAccess.SupportedProtocols,"HTTP,HTTPS",xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.UserInterface.RemoteAccess.X_000631_AuthNonce,c22334e70992b57d2ca3e360572dbd95,xsd:string,"2025-12-03 14:45:22"
InternetGatewayDevice.UserInterface.RemoteAccess.X_000631_WhiteList,0,xsd:boolean,"2025-12-03 14:45:22"
InternetGatewayDevice.UserNumberOfEntries,2,xsd:unsignedInt,"2025-12-03 14:45:21"
InternetGatewayDevice.WANDevice.1.Alias,cpe-WANDevice_1,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANCommonInterfaceConfig.Layer1DownstreamMaxBitRate,1000000000,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANCommonInterfaceConfig.Layer1UpstreamMaxBitRate,1000000000,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANCommonInterfaceConfig.PhysicalLinkStatus,Up,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANCommonInterfaceConfig.WANAccessType,Ethernet,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.Alias,cpe-WANConnectionDevice_1,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.AddressingType,DHCP,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Alias,cpe-WANIPConnection_1,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.ConnectionStatus,Connected,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.ConnectionType,IP_Routed,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.DefaultGateway,163.182.248.1,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.DHCPClient.SentDHCPOptionNumberOfEntries,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.DNSEnabled,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.DNSOverrideAllowed,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.DNSServers,"163.182.253.99,163.182.253.101",xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Enable,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.ExternalIPAddress,163.182.250.8,xsd:string,"2025-12-03 16:12:01"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.LastConnectionError,ERROR_NONE,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.MACAddress,f8:85:f9:9c:d0:5f,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.MACAddressOverride,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.MaxMTUSize,1500,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Name,"Internet IPv4",xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.NATEnabled,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.PortMappingNumberOfEntries,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.PossibleConnectionTypes,"Unconfigured,IP_Routed,IP_Bridged",xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.ShapingRate,-1,xsd:int,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Stats.EthernetBroadcastPacketsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Stats.EthernetBroadcastPacketsSent,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Stats.EthernetBytesReceived,117395,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Stats.EthernetBytesSent,479681,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Stats.EthernetDiscardPacketsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Stats.EthernetDiscardPacketsSent,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Stats.EthernetErrorsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Stats.EthernetErrorsSent,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Stats.EthernetMulticastPacketsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Stats.EthernetMulticastPacketsSent,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Stats.EthernetPacketsReceived,647,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Stats.EthernetPacketsSent,825,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Stats.EthernetUnicastPacketsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Stats.EthernetUnicastPacketsSent,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Stats.EthernetUnknownProtoPacketsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.SubnetMask,255.255.252.0,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Uptime,476,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_000631_ConnectionName,wan,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_000631_Dscp2PbitMapEnabled,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_000631_DsShapingRate,-1,xsd:int,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_000631_IGMPProxy,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_000631_MACVLAN_Enable,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_000631_McastFilter,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_000631_Remote_Access_Enable,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_000631_RPF,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_000631_VlanMux8021p,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_000631_VlanMuxID,-1,xsd:int,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnectionNumberOfEntries,1,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANPPPConnectionNumberOfEntries,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.X_000631_WANIPv6Connection.1.Alias,cpe-X_000631_WANIPv6Connection_1,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.X_000631_WANIPv6Connection.1.ConnectionStatus,Disconnected,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.X_000631_WANIPv6Connection.1.ConnectionType,IP_Routed,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.X_000631_WANIPv6Connection.1.Enable,1,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.X_000631_WANIPv6Connection.1.LastConnectionError,ERROR_NONE,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.X_000631_WANIPv6Connection.1.MACAddress,f8:85:f9:9c:d0:5f,xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.X_000631_WANIPv6Connection.1.MACAddressOverride,0,xsd:boolean,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.X_000631_WANIPv6Connection.1.MaxMTUSize,1500,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.X_000631_WANIPv6Connection.1.Name,"Internet IPv6",xsd:string,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.X_000631_WANIPv6Connection.1.ShapingRate,-1,xsd:int,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.X_000631_WANIPv6Connection.1.Stats.EthernetBroadcastPacketsReceived,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.X_000631_WANIPv6Connection.1.Stats.EthernetBroadcastPacketsSent,0,xsd:unsignedInt,"2025-12-03 14:45:28"
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.X_000631_WANIPv6Connection.1.Stats.EthernetBytesReceived,117395,xsd:unsignedInt,"2025-12-03 14:45:28"
